api_id,calendar_api_id,cover_url,end_at,event_type,hide_rsvp,location_type,name,one_to_one,recurrence_id,show_guest_list,start_at,timezone,url,user_api_id,visibility,waitlist_enabled,virtual_info,geo_longitude,geo_latitude,geo_address_info,geo_address_visibility,coordinate
evt-AnBUCgbKoeB7ZG6,cal-E0fojHaQ8N2MwUL,https://images.lumacdn.com/event-covers/jo/bc83a309-492b-4ea2-b16c-2a204370492c.png,2025-04-12T20:00:00.000Z,independent,False,offline,Bloom in Color: Paint pot + Plant buddy,True,,True,2025-04-12T18:00:00.000Z,America/New_York,viqif3xf,usr-BaC7GS7aHRlmiok,public,False,{'has_access': False},-73.928359,40.706636,"{'city': 'Kings County', 'type': 'google', 'region': 'New York', 'address': '117 Grattan St', 'country': 'United States', 'place_id': 'ChIJRZ06agJcwokR6zCvITt6S9g', 'city_state': 'Kings County, New York', 'description': 'Unit 404', 'country_code': 'US', 'full_address': '117 Grattan St, Brooklyn, NY 11237, USA', 'mode': 'shown'}",public,"{'latitude': 40.706636, 'longitude': -73.928359}"
evt-jcC0R74254XitWc,cal-DYED7FlZVBBvFjI,https://images.lumacdn.com/event-covers/uq/93537193-129b-4bbf-91e3-592781addd8a.png,2025-04-12T20:00:00.000Z,independent,False,offline,Let's Go Climbing (Bouldering Class),True,,True,2025-04-12T18:00:00.000Z,America/New_York,nzrhdg77,usr-FwUy1YyqeB2fKbC,public,True,{'has_access': False},-73.984240,40.679661,"{'city': 'Kings County', 'type': 'google', 'region': 'New York', 'address': 'Bouldering Project - Gowanus', 'country': 'United States', 'place_id': 'ChIJ36QSwVRawokRO1ahG9js-5g', 'city_state': 'Kings County, New York', 'description': 'Check in is 1:30pm - 1:50pm, please be on time!', 'country_code': 'US', 'full_address': 'Bouldering Project - Gowanus, 575 Degraw St, Brooklyn, NY 11217, USA', 'apple_maps_place_id': 'IC5D7C7794F16D752', 'mode': 'shown'}",public,"{'latitude': 40.679661, 'longitude': -73.98424}"
evt-PMIcVjqrBanxEcr,cal-1o9fV45TOfLySKM,https://images.lumacdn.com/event-covers/yv/a74fc474-4dce-406e-867b-24b6729c4bbb.png,2025-04-13T21:00:00.000Z,independent,False,offline,Index Open Studio Hours,True,,True,2025-04-13T16:00:00.000Z,America/New_York,fc1fb2ra,usr-LvASHhwrum7Bp3P,public,False,{'has_access': False},-73.999766,40.717602,"{'city': 'New York', 'type': 'google', 'region': 'New York', 'address': 'Index', 'country': 'United States', 'place_id': 'ChIJMW7aYENbwokRSDHV_Wx_ItI', 'city_state': 'New York, New York', 'description': '', 'country_code': 'US', 'full_address': 'Index, 120 Walker St 3rd Floor, New York, NY 10013, USA', 'mode': 'shown'}",public,"{'latitude': 40.717602, 'longitude': -73.999766}"
evt-nYvQkPJoNDDjD3d,cal-vuermvR30Frrrfn,https://images.lumacdn.com/event-covers/mr/e4ec3f8c-06d9-4376-a132-0196ada3e485.png,2025-04-13T21:30:00.000Z,independent,False,offline,Saving Grace: A Play,True,,True,2025-04-13T19:00:00.000Z,America/New_York,kom05pem,usr-ICE0lL6R0RwvvHV,public,True,{'has_access': False},-73.951503,40.730470,"{'city': 'Kings County', 'type': 'google', 'region': 'New York', 'address': 'Greenpoint', 'country': 'United States', 'place_id': 'ChIJs1ja4UhZwokRbkVU6bKHDHI', 'city_state': 'Kings County, New York', 'description': '', 'country_code': 'US', 'full_address': 'Greenpoint, Brooklyn, NY, USA', 'mode': 'shown'}",public,"{'latitude': 40.73047, 'longitude': -73.951503}"
evt-KWF0py7dLJjpmBN,cal-l9SfdSr8jutH3wN,https://images.lumacdn.com/event-covers/yh/bb2a54c3-2993-4622-b0d0-3ddfbbfb7167.jpg,2025-04-13T22:00:00.000Z,independent,False,offline,南京方言角+泡泡馄饨工作坊,True,,True,2025-04-13T20:00:00.000Z,America/New_York,eeq2qlgv,usr-ItRC5816DgrrQXE,public,False,{'has_access': False},-73.992306,40.737510,"{'city': 'New York', 'type': 'google', 'region': 'New York', 'address': 'Accent Sisters 重音社', 'country': 'United States', 'place_id': 'ChIJLYz3TaRRwokRj4LtZLeclrE', 'city_state': 'New York, New York', 'description': '', 'country_code': 'US', 'full_address': 'Accent Sisters 重音社, 89 5th Ave #702, New York, NY 10002, USA', 'apple_maps_place_id': 'I9B8BB891884AACD5', 'mode': 'shown'}",public,"{'latitude': 40.73751, 'longitude': -73.992306}"
evt-kQ6ZLi8CF8SucNP,cal-BvuRd9eaZnDGBwy,https://images.lumacdn.com/event-covers/kk/9b4ae04c-f8e0-402b-9ef4-bedf7b0db9d4.png,2025-04-15T00:30:00.000Z,independent,False,offline,Assemblage Creations: Embellish an iPhone Case with Mixed Media Materials,True,,True,2025-04-14T22:30:00.000Z,America/New_York,v5lfss6y,usr-Yv1EkLAwR92KxzI,public,False,{'has_access': False},-73.961918,40.715581,"{'city': 'Kings County', 'type': 'google', 'region': 'New York', 'address': '119 N 1st St', 'country': 'United States', 'latitude': '40.7155813', 'place_id': 'ChIJNQwZ-2BZwokR_sx3TLGh73U', 'longitude': '-73.9619183', 'city_state': 'Kings County, New York', 'description': '', 'full_address': '119 N 1st St, Brooklyn, NY 11249, USA', 'mode': 'shown'}",public,"{'latitude': 40.715581, 'longitude': -73.961918}"
evt-9alc9XYLZRycvVK,cal-FAp2cTJ79lPzLPX,https://images.lumacdn.com/event-covers/xo/78b3f30a-da3d-4e94-a3dd-794db366ba42.png,2025-04-15T00:30:00.000Z,independent,False,offline,NYC June Primary Bootcamp Launch Party 🎉,True,,True,2025-04-14T22:30:00.000Z,America/New_York,ub5hzxoa,usr-BBlwXPhokuOMKm0,public,False,{'has_access': False},-73.984794,40.677457,"{'city': 'Kings County', 'type': 'google', 'region': 'New York', 'address': 'Finback Brooklyn', 'country': 'United States', 'place_id': 'ChIJW5KODwhbwokRCZJrvdrFRaU', 'city_state': 'Kings County, New York', 'description': '', 'country_code': 'US', 'full_address': 'Finback Brooklyn, 545 President St, Brooklyn, NY 11215, USA', 'apple_maps_place_id': 'IEDDC37ADD942A3AD', 'mode': 'shown'}",public,"{'latitude': 40.677457, 'longitude': -73.984794}"
evt-GBuM8K44c3Wvaoi,cal-OYhbo1eRo2b1EEf,https://images.lumacdn.com/event-covers/1u/7b7013cb-eb07-4b6f-bd07-54380272392b,2025-04-16T00:00:00.000Z,independent,False,offline,Think Tech: Tools for Meeting Building Decarb Targets,True,,False,2025-04-15T21:00:00.000Z,America/New_York,1cgp32fi,usr-LhgZxaMGHd3eLae,public,False,{'has_access': False},-73.98500,40.74750,"{'mode': 'obfuscated', 'city_state': 'New York, New York'}",guests-only,"{'latitude': 40.748441, 'longitude': -73.985664}"
evt-f5mmmqvdlYQ7itx,cal-YYACB1sICtMRlDS,https://images.lumacdn.com/event-covers/bc/0b558d3e-ca53-415d-96f8-49014d056edf.png,2025-04-16T01:30:00.000Z,independent,False,offline,Creator Economy NYC Mixer & Panel: Talking Creator Tools,True,,False,2025-04-15T22:30:00.000Z,America/New_York,7gxryvmx,usr-KRxMTEB4OwBKHeq,public,False,{'has_access': False},-73.98500,40.74000,"{'mode': 'obfuscated', 'city_state': 'New York, New York'}",guests-only,"{'latitude': 40.739795, 'longitude': -73.984389}"
evt-LloyGR2obQdvw0g,cal-bf1JXZO3y6CaE57,https://images.lumacdn.com/event-covers/7f/a59ef448-dc7e-44bf-8e38-d3c56f1dd0b3,2025-04-16T02:00:00.000Z,independent,False,offline,Animation Nights New York (ANNY) at The Gutter Spare Room!,True,,False,2025-04-16T00:00:00.000Z,America/New_York,ilnwbnuu,usr-F7PyNDzFRSoY7JE,public,False,{'has_access': False},-73.95500,40.72250,"{'mode': 'obfuscated', 'city_state': 'Kings County, New York'}",guests-only,"{'latitude': 40.722667, 'longitude': -73.955375}"
evt-g5eRI6zM1laThmh,cal-fU4EJQDrADHvbep,https://images.lumacdn.com/event-covers/in/89a5696b-f375-4675-8146-eaee391631a0.png,2025-04-16T14:00:00.000Z,independent,False,offline,NYC Tech Breakfast Club April,True,,False,2025-04-16T12:00:00.000Z,America/New_York,7a3r0592,usr-HHEtZvaPp9TV6Lr,public,False,{'has_access': False},-73.99750,40.72250,"{'mode': 'obfuscated', 'city_state': 'New York, New York'}",guests-only,"{'latitude': 40.722668, 'longitude': -73.99823}"
evt-sA11vHhiPv4eI8j,cal-HcwExmRdctNhAIE,https://images.lumacdn.com/event-covers/b7/b519caff-8028-420f-a1ca-03e1df840459.jpg,2025-04-17T01:00:00.000Z,independent,False,offline,Creative Women Entrepreneurs x Gather: Happy Hour for Women Freelancers,True,,True,2025-04-16T22:00:00.000Z,America/New_York,mmgc5unp,usr-UyU1xFSJjZk7giH,public,False,{'has_access': False},-73.99250,40.74250,"{'mode': 'obfuscated', 'city_state': 'New York, New York'}",guests-only,"{'latitude': 40.741286, 'longitude': -73.991582}"
evt-WWE5OacOYlYsSOU,cal-rx5exJcyHcPG9oo,https://images.lumacdn.com/event-covers/re/f66de407-ff44-45c2-aff9-5cf40f15fb78.jpg,2025-04-17T00:00:00.000Z,independent,False,offline,La French Tech NYC - Afterwork,True,,True,2025-04-16T22:00:00.000Z,America/New_York,kagwua7u,usr-elUXFmOwGclmC0A,public,False,{'has_access': False},-73.99500,40.74750,"{'mode': 'obfuscated', 'city_state': 'New York, New York'}",guests-only,"{'latitude': 40.748703, 'longitude': -73.994531}"
evt-sCohEP3RYArb1IY,cal-PE1xHXdJxntYqd4,https://images.lumacdn.com/event-covers/yq/9f099098-6f97-4c0b-a9ca-2db976a4f890.png,2025-04-17T01:30:00.000Z,independent,False,offline,Bookbinding: Signature Stitch,True,,False,2025-04-16T23:00:00.000Z,America/New_York,3o72dwoj,usr-m3vFLnrtBwJ7BQ7,public,False,{'has_access': False},-73.994019,40.749380,"{'city': 'New York', 'type': 'google', 'region': 'New York', 'address': 'Drawing Room', 'country': 'United States', 'place_id': 'ChIJFUldbf1ZwokRGXXIt9UZV9o', 'city_state': 'New York, New York', 'description': 'Use code 1223 on small keypad to unlock lobby door; will not beep, simply pull the door. Take the elevator to the 9th floor (no code required)', 'full_address': 'Drawing Room, 247 W 30th St # 9R, New York, NY 10001, USA', 'apple_maps_place_id': 'I37A3C53588E9F5B0', 'mode': 'shown'}",public,"{'latitude': 40.74938, 'longitude': -73.994019}"
evt-6nsy6tAGYguvIJ0,cal-gjg4MScImZK316q,https://images.lumacdn.com/event-covers/0i/80672cc0-6dd1-4f33-8749-887afa4c75b0.png,2025-04-17T00:30:00.000Z,independent,False,offline,Founders Basketball,True,,True,2025-04-16T23:00:00.000Z,America/New_York,89l69jba,usr-6DkkGJIWeaQiANO,public,True,{'has_access': False},-73.984738,40.709780,"{'city': 'New York', 'type': 'google', 'region': 'New York', 'address': 'Basketball City', 'country': 'United States', 'latitude': '40.7097802', 'place_id': 'ChIJ3TYiFyxawokRZgRUCY-lgms', 'longitude': '-73.9847377', 'city_state': 'New York, New York', 'description': '', 'full_address': 'Basketball City, 299 South Street Pier 36, Pier 36 NYC, 299 South St, New York, NY 10002, USA', 'apple_maps_place_id': 'ICBC8E165A3A5090C', 'mode': 'shown'}",public,"{'latitude': 40.70978, 'longitude': -73.984738}"
evt-skV21dvqR0knzAf,cal-WDBnXVOlGSkMwRF,https://images.lumacdn.com/event-covers/lh/94b0e232-1efc-4439-b012-2f8a023605df.jpg,2025-04-17T21:00:00.000Z,independent,False,offline,The Carry Takes NYC: Join Us for Our Second Rucking Meetup!,True,,True,2025-04-17T20:00:00.000Z,America/New_York,2l6ak4zg,usr-1vU0dcIXbpqBMJz,public,False,{'has_access': False},-74.009012,40.743424,"{'city': 'New York', 'type': 'google', 'region': 'New York', 'address': 'Pier 57', 'country': 'United States', 'place_id': 'ChIJywJ318BZwokR4uWXUTbMRtc', 'city_state': 'New York, New York', 'description': 'Meet outside the entrance at Market 57 (15th St & West St)', 'country_code': 'US', 'full_address': 'Pier 57, 25 11th Ave, New York, NY 10011, USA', 'apple_maps_place_id': 'I33AAEA84219CA562', 'mode': 'shown'}",public,"{'latitude': 40.743424, 'longitude': -74.009012}"
evt-KaRsWnUBaO7m5Ck,cal-4oDH9h513BBRk6y,https://images.lumacdn.com/event-covers/jm/fe943e62-f759-4c73-8fe5-960c72bb9437.png,2025-04-18T00:00:00.000Z,independent,False,offline,Navigating AI in Women's Healthcare: Insights from VC & Founders,True,,False,2025-04-17T22:00:00.000Z,America/New_York,t9gsie3b,usr-roNFfGiggFfcB4N,public,False,{'has_access': False},-74.00750,40.72250,"{'mode': 'obfuscated', 'city_state': 'New York, New York'}",guests-only,"{'latitude': 40.722732, 'longitude': -74.007244}"
evt-k0owSIlfpEHo1Ne,cal-3VE7ANHwL9ppRZ6,https://images.lumacdn.com/event-covers/y6/ccc7a8ca-5dbd-434f-907a-85e8b92fbbc3.png,2025-04-18T01:00:00.000Z,independent,False,offline,UX Engineering Meetup: NYC (April),True,,True,2025-04-17T22:00:00.000Z,America/New_York,xfblie5e,usr-UwHVGAdj0sdsSTO,public,False,{'has_access': False},-73.999443,40.753034,"{'city': 'New York', 'type': 'google', 'region': 'New York', 'address': '450 W 33rd St fl 11', 'country': 'United States', 'place_id': 'Eiw0NTAgVyAzM3JkIFN0IGZsIDExLCBOZXcgWW9yaywgTlkgMTAwMDEsIFVTQSIhGh8KFgoUChIJm2cX5rNZwokRh0vD22symj8SBWZsIDEx', 'city_state': 'New York, New York', 'description': '', 'country_code': 'US', 'full_address': '450 W 33rd St fl 11, New York, NY 10001, USA', 'mode': 'shown'}",public,"{'latitude': 40.753034, 'longitude': -73.999443}"
evt-ib8SIYp66r8wyFz,cal-vR9KDer3a9iEfUd,https://images.lumacdn.com/event-covers/sh/2cbbcbe6-2ddc-465b-ac6b-94d326fdd6f7.jpg,2025-04-18T01:30:00.000Z,independent,False,offline,105th NY Hardware Meetup @ Viam,True,,True,2025-04-17T22:30:00.000Z,America/New_York,exb21kbi,usr-dqHTZ9lpWIjqBoj,public,False,{'has_access': False},-73.981851,40.771812,"{'city': 'New York', 'type': 'google', 'region': 'New York', 'address': '1900 Broadway', 'country': 'United States', 'place_id': 'ChIJ9_m1b_VYwokR5ld40U-I8bc', 'city_state': 'New York, New York', 'description': '', 'country_code': 'US', 'full_address': '1900 Broadway, New York, NY 10023, USA', 'mode': 'shown'}",public,"{'latitude': 40.771812, 'longitude': -73.981851}"
evt-ITxefRtd2HQG7vC,cal-n9ZGQDic6ZtomIA,https://images.lumacdn.com/event-covers/mk/f08cfcd4-82fc-4c2e-b310-481f5785fb23.png,2025-04-18T00:30:00.000Z,independent,False,offline,Product Builders in Health and Wellness Tech Happy Hour [NYC],True,,True,2025-04-17T22:30:00.000Z,America/New_York,thl1yvyh,usr-RO87Xfyg86TWx9U,public,True,{'has_access': False},-73.99250,40.75250,"{'mode': 'obfuscated', 'city_state': 'New York, New York'}",guests-only,"{'latitude': 40.753094, 'longitude': -73.993145}"
evt-VGc0TJbuCt4ej4J,cal-SRZBqShHEEHRr2D,https://images.lumacdn.com/event-covers/sb/b69b42cd-7bfb-4232-95c5-f7455cdf7cbe.png,2025-04-19T14:30:00.000Z,independent,False,offline,Alo Soho: Alo RUNNERs Club,True,,False,2025-04-19T13:30:00.000Z,America/New_York,eubsmgec,usr-xe9Rsr1RqkQAcBj,public,True,{'has_access': False},-73.999451,40.723216,"{'city': 'New York', 'type': 'google', 'region': 'New York', 'address': 'Alo', 'country': 'United States', 'place_id': 'ChIJnwteXHxZwokRI4iaCX2Oi08', 'city_state': 'New York, New York', 'description': '', 'country_code': 'US', 'full_address': 'Alo, 96 Spring St, New York, NY 10012, USA', 'apple_maps_place_id': 'IC2B139956D8CCBF0', 'mode': 'shown'}",public,"{'latitude': 40.723216, 'longitude': -73.999451}"
evt-eVmJUuchCfWjDMG,cal-iQiGmQs8dcjikBH,https://images.lumacdn.com/event-covers/mf/1c11f1e5-c035-4f54-9bd8-1e91ba5fb89d.jpg,2025-04-20T22:00:00.000Z,independent,False,offline,LeRobot Arm Hackathon NYC,True,,True,2025-04-19T15:00:00.000Z,America/New_York,z29r63z9,usr-9HtZtlHeETrvEZQ,public,True,{'has_access': False},-74.007427,40.740216,"{'city': 'New York', 'type': 'google', 'region': 'New York', 'address': 'Betaworks', 'country': 'United States', 'place_id': 'ChIJe4XhiAJZwokRdwIKYH214Bc', 'city_state': 'New York, New York', 'description': '', 'country_code': None, 'full_address': 'Betaworks, 29 Little W 12th St, New York, NY 10014, USA', 'apple_maps_place_id': 'IB332323F18B72FE9', 'mode': 'shown'}",public,"{'latitude': 40.740216, 'longitude': -74.007427}"
evt-FR9XpGI3gffja0j,cal-3qlKZ8NVFfxNrBo,https://images.lumacdn.com/event-covers/13/ec8350f6-e1c6-4b35-92a4-cbbded49f1ca.png,2025-04-20T19:30:00.000Z,independent,False,offline,Easter Potluck Brunch,True,,True,2025-04-20T17:00:00.000Z,America/New_York,88f8iyk8,usr-zA1W08GAWPJuhgw,public,True,{'has_access': False},-73.912696,40.763632,"{'city': 'Queens County', 'type': 'google', 'region': 'New York', 'address': '2839 42nd St', 'country': 'United States', 'place_id': 'ChIJ7yIv3j9fwokRMgMbZ8M4iD8', 'city_state': 'Queens County, New York', 'description': 'Apt 2., press the second button next to the door to ring the bell and be buzzed in.', 'country_code': 'US', 'full_address': '2839 42nd St, Long Island City, NY 11103, USA', 'mode': 'shown'}",public,"{'latitude': 40.763632, 'longitude': -73.912696}"
evt-hIajHyJOqycz65A,cal-9kLEHtcHHG7GZi8,https://images.lumacdn.com/event-covers/l9/d3ccda39-2f37-4e81-9283-cfbbb3ba227d.png,2025-04-21T19:00:00.000Z,independent,False,offline,Flipping the Script On Investors: Reverse Pitches for NY Fintech Week Produced by RevTech Labs,True,,True,2025-04-21T17:30:00.000Z,America/New_York,glwl4evi,usr-4BVonZ4Zsrt56LM,public,False,{'has_access': False},-73.99000,40.74250,"{'mode': 'obfuscated', 'city_state': 'New York, New York'}",guests-only,"{'latitude': 40.742484, 'longitude': -73.991221}"
evt-JSa2yWg4gnGNxz2,cal-CxJXMSxjPuscPwZ,https://images.lumacdn.com/event-covers/93/afd0d514-c5e1-40f3-8d25-8e191330368f.jpg,2025-04-21T20:00:00.000Z,independent,False,offline,Computer Vision with CNNs,True,,True,2025-04-21T18:00:00.000Z,America/New_York,c47eq1j8,usr-jRq911AIme25vkj,public,True,{'has_access': False},-74.005125,40.711412,"{'city': 'New York', 'type': 'google', 'region': 'New York', 'address': '1 Pace Plaza', 'country': 'United States', 'latitude': None, 'place_id': 'ChIJ9QlnYCJawokRsS7REbAEReU', 'longitude': None, 'city_state': 'New York, New York', 'description': 'Second Floor Lecture Hall', 'country_code': 'US', 'full_address': '1 Pace Plaza, New York, NY 10038, USA', 'mode': 'shown'}",public,"{'latitude': 40.711412, 'longitude': -74.005125}"
evt-4dIIfCTJRgYWGAS,cal-1VimvHYSCVGhHuk,https://images.lumacdn.com/event-covers/wf/6ded4c1f-8e34-4ab7-bfdc-6aeb6afa557d.png,2025-04-22T00:30:00.000Z,independent,False,offline,NYC B2B: FinTech Founders & Operators Meetup,True,,True,2025-04-21T22:30:00.000Z,America/New_York,ufv9ap0k,usr-xiL5SGLre86uzMa,public,False,{'has_access': False},-73.99000,40.74500,"{'mode': 'obfuscated', 'city_state': 'New York, New York'}",guests-only,"{'latitude': 40.744272, 'longitude': -73.990762}"
evt-syZ8GG1MfcTDhDy,cal-BvuRd9eaZnDGBwy,https://images.lumacdn.com/event-covers/7y/805fcdb9-5115-442b-9dde-0d8f0b2396cd.png,2025-04-22T01:00:00.000Z,independent,False,offline,Poetry Night in Dreamworld w/ The Poetry Society of New York,True,,True,2025-04-21T22:30:00.000Z,America/New_York,j91k8s8t,usr-Yv1EkLAwR92KxzI,public,False,{'has_access': False},-73.961918,40.715581,"{'city': 'Kings County', 'type': 'google', 'region': 'New York', 'address': '119 N 1st St', 'country': 'United States', 'latitude': '40.7155813', 'place_id': 'ChIJNQwZ-2BZwokR_sx3TLGh73U', 'longitude': '-73.9619183', 'city_state': 'Kings County, New York', 'description': '', 'country_code': 'US', 'full_address': '119 N 1st St, Brooklyn, NY 11249, USA', 'mode': 'shown'}",public,"{'latitude': 40.715581, 'longitude': -73.961918}"
evt-KbtzrQPToqfNIFh,cal-6bGlRBno9PpeHPu,https://images.lumacdn.com/event-covers/ja/fbb36613-53da-4f49-b74d-e77f505ae0cc.jpg,2025-04-22T14:30:00.000Z,independent,False,offline,"""Identity in the Age of AI"" Panel",True,,False,2025-04-22T13:00:00.000Z,America/New_York,mprkgxq8,usr-vrkrucbu14ezxWs,public,False,{'has_access': False},-73.983485,40.764985,"{'city': 'New York', 'type': 'google', 'region': 'New York', 'address': 'Morrison & Foerster LLP', 'country': 'United States', 'place_id': 'ChIJXQb19zv9ZUARUUewz121-3E', 'city_state': 'New York, New York', 'description': '', 'country_code': 'US', 'full_address': 'Morrison & Foerster LLP, 250 W 55th St, New York, NY 10019, USA', 'apple_maps_place_id': 'IAFA4EDE9F0DD97FB', 'mode': 'shown'}",public,"{'latitude': 40.764985, 'longitude': -73.983485}"
evt-nSkhmmixLBYCMtj,cal-84OTp0DYXLnv8Sb,https://images.lumacdn.com/event-covers/f4/209f8d81-e082-4043-9019-9b411b557e54.png,2025-04-23T00:00:00.000Z,independent,False,offline,For the Firsts: April Meetup,True,,False,2025-04-22T22:00:00.000Z,America/New_York,69yyphf5,usr-QnBw3FJ4K6U2vbZ,public,True,{'has_access': False},-74.00750,40.72250,"{'mode': 'obfuscated', 'city_state': 'New York, New York'}",guests-only,"{'latitude': 40.722732, 'longitude': -74.007244}"
evt-XecT9urzaiMTGpn,cal-DCBzNA01juAwL7A,https://images.lumacdn.com/event-covers/h0/3f584df2-f1e6-452c-ab4d-29c1ee0ca5af,2025-04-23T14:30:00.000Z,independent,False,offline,Startup Lean Coffee,True,,True,2025-04-23T13:00:00.000Z,America/New_York,f946p6tc,usr-mnpt7xseOYBPnbf,public,True,{'has_access': False},-73.979876,40.761709,"{'city': 'New York', 'type': 'google', 'region': 'New York', 'address': 'Foley Hoag LLP', 'country': 'United States', 'latitude': '40.76170949999999', 'place_id': 'ChIJ58OP9bZZwokRb6iivSMLSKk', 'longitude': '-73.9798757', 'city_state': 'New York, New York', 'description': '', 'full_address': 'Foley Hoag LLP, 1301 6th Ave, New York, NY 10019, USA', 'mode': 'shown'}",public,"{'latitude': 40.761709, 'longitude': -73.979876}"
evt-42L4vuECHbhUMI8,cal-i3MDCJ0wAt0A1QE,https://images.lumacdn.com/event-covers/ho/2c08f92d-ea51-45ac-9194-6a69e2ff206d,2025-04-24T00:00:00.000Z,independent,False,offline,Fintech Is Femme Leadership Summit 2025,True,,False,2025-04-23T16:00:00.000Z,America/New_York,fifleadershipsummit,usr-6JqATpfjrRQC0Ek,public,False,{'has_access': False},-73.989563,40.755749,"{'city': 'New York', 'type': 'google', 'region': 'New York', 'address': 'The Times Center', 'country': 'United States', 'place_id': 'ChIJY5Def6xZwokRTKAUrJPGNLE', 'city_state': 'New York, New York', 'description': '', 'country_code': 'US', 'full_address': 'The Times Center, 242 W 41st St, New York, NY 10036, USA', 'apple_maps_place_id': 'I109A18816034FA6F', 'mode': 'shown'}",public,"{'latitude': 40.755749, 'longitude': -73.989563}"
evt-pm7GmmTg9Hz4mnv,cal-Ve0M7LoDOpdnF3z,https://images.lumacdn.com/event-covers/wg/66d8bada-eb24-4894-86db-2d525b041dc6.png,2025-04-24T00:00:00.000Z,independent,False,offline,Attention in the Age of AI with Gary Vaynerchuk,True,,False,2025-04-23T22:00:00.000Z,America/New_York,gary-v-spc,usr-VPOChxgUvsrEjSA,public,False,{'has_access': False},-73.99250,40.72750,"{'mode': 'obfuscated', 'city_state': 'New York, New York'}",guests-only,"{'latitude': 40.728329, 'longitude': -73.991589}"
evt-wIb9CjSWL6lOEGS,cal-akmIN78CqQmYWXZ,https://images.lumacdn.com/event-covers/du/b058c3a4-39bc-40a4-bb4b-5c7579cc3060.png,2025-04-24T02:00:00.000Z,independent,False,offline,"The Spark Society Book Club: ""The Motherload"" with Sarah Hoover",True,,True,2025-04-23T23:00:00.000Z,America/New_York,qhh4abil,usr-fIIDWlZUkQXAFwy,public,True,{'has_access': False},-73.96250,40.71250,"{'mode': 'obfuscated', 'city_state': 'Kings County, New York'}",guests-only,"{'latitude': 40.713456, 'longitude': -73.961767}"
evt-7WIc9LMKE9j5O3A,cal-yhuSRBqurTRzB2t,https://images.lumacdn.com/event-covers/bj/641bba63-6c70-4ad3-8dfa-30ca8bf0f290.png,2025-04-24T02:00:00.000Z,independent,False,offline,Writers Club New York Spring Mixer!,True,,True,2025-04-23T23:00:00.000Z,America/New_York,ukb84cwi,usr-2AuKGzI1Ny8qQTj,public,True,{'has_access': False},-73.983725,40.687837,"{'city': 'Kings County', 'type': 'google', 'region': 'New York', 'address': 'Ace Hotel Brooklyn', 'country': 'United States', 'latitude': '40.6878373', 'place_id': 'ChIJp-gHME1awokRD04lzhd8DQU', 'longitude': '-73.983725', 'city_state': 'Kings County, New York', 'description': '', 'country_code': 'US', 'full_address': 'Ace Hotel Brooklyn, 252 Schermerhorn St, Brooklyn, NY 11217, USA', 'apple_maps_place_id': 'IF575263E9026E40C', 'mode': 'shown'}",public,"{'latitude': 40.687837, 'longitude': -73.983725}"
evt-E3EJRIBF5lg1V1k,cal-EYZA520VGEASXG2,https://images.lumacdn.com/event-covers/s6/bba696c7-bee9-47f5-a2bb-2206b2e4ece2.png,2025-04-25T00:00:00.000Z,independent,False,offline,Founder Debate Night By Antler & Satori,True,,True,2025-04-24T21:30:00.000Z,America/New_York,9kgb58fh,usr-zycEJ4kMHOEr7VC,public,True,{'has_access': False},-73.990429,40.719851,"{'city': 'New York', 'type': 'google', 'region': 'New York', 'address': '123 Allen St', 'country': 'United States', 'place_id': 'ChIJ74Iz6IZZwokRgn6pIDXBRKk', 'city_state': 'New York, New York', 'description': '', 'country_code': 'US', 'full_address': '123 Allen St, New York, NY 10002, USA', 'mode': 'shown'}",public,"{'latitude': 40.719851, 'longitude': -73.990429}"
evt-uegzeLLFSDuDlcS,cal-6kEfZKtXphCXCQD,https://images.lumacdn.com/event-covers/ls/da911288-47a4-4535-ad05-a7affd754b9f.png,2025-04-24T23:30:00.000Z,independent,False,offline,Gen Z NYC Founder & Creator Mixer,True,,True,2025-04-24T22:00:00.000Z,America/New_York,53fvw452,usr-2PVYOR5XXYGZ0ls,public,True,{'has_access': False},-73.987360,40.732757,"{'city': 'New York', 'type': 'google', 'region': 'New York', 'address': '109 3rd Ave', 'country': 'United States', 'latitude': '40.7327567', 'place_id': 'ChIJc9gt6J5ZwokRrWg7lKp8-FE', 'longitude': '-73.98736020000001', 'city_state': 'New York, New York', 'description': '', 'country_code': None, 'full_address': '109 3rd Ave, New York, NY 10003, USA', 'mode': 'shown'}",public,"{'latitude': 40.732757, 'longitude': -73.98736}"
evt-RtpcFxnLsNnPPY4,cal-hgsEWD3hthZva1h,https://images.lumacdn.com/event-covers/hk/c9ba158b-6cd2-4498-b639-a4ea49b74f2d.jpg,2025-04-27T23:30:00.000Z,independent,False,offline,Sound Hallucinations,True,,True,2025-04-27T21:00:00.000Z,America/New_York,sound-hallucinations,usr-2t3FwT3blpUtuaq,public,False,{'has_access': False},-73.937062,40.711571,"{'city': 'Kings County', 'type': 'google', 'region': 'New York', 'address': '301 Ten Eyck St', 'country': 'United States', 'place_id': 'ChIJibK22FRZwokRhgjtA6ZaVlc', 'city_state': 'Kings County, New York', 'description': '', 'country_code': 'US', 'full_address': '301 Ten Eyck St, Brooklyn, NY 11206, USA', 'mode': 'shown'}",public,"{'latitude': 40.711571, 'longitude': -73.937062}"
