Name,Address,Date,Hosts,Url
Pitch and Pickle with Conquer,"East Village, New York City",2025-06-05T18:30:00,Conquer Inc,https://partiful.com/e/BlmvzAsuA1LTfiYzXtk1
MongoDB User Group Event,"Midtown, New York City",2025-06-05T18:00:00,MongoDB,https://partiful.com/e/Um78OIxXm8sLLxg8iDH2
Uber reunion: sponsored by a16z speedrun,"East Village, New York City",2025-06-06T17:00:00,a16z speedrun,https://partiful.com/e/2XYdjoNn3bbmgICRzEyg
Agentic Government Enabling Public Service with AI,"Virtual (NYC), New York City",2025-06-06T14:00:00,Government of Alberta,https://partiful.com/e/5LBHE1IQbNqpiv5AXOqr?
AI for Greater Good,"Midtown, New York City",2025-06-07T15:00:00,GEMI.AI,https://partiful.com/e/1XJx3zlhKAvA0o3OYH6e
Zub8eti [The Digital Alignment Process],"Upper Manhattan, New York City",2025-06-08T13:00:00,Zub8eti,Invite Only
Bubbl Housing for Social Attendees of Tech Week,"Financial District, New York City",2025-06-02T16:00:00,Bubbl,Invite Only
Tech Networking Lunch (June 4),"Union Square, New York City",2025-06-04T13:00:00,Cuculi,https://partiful.com/e/tPRhzwBS8thH2if9yhse
From Prompt to Product: AI Agent Build,"Financial District, New York City",2025-06-04T11:00:00,Agent.ai,https://partiful.com/e/ZomF7Pj5xgoocp5vETt4
Go to Market Strategies & Execution,"Midtown, New York City",2025-06-02T09:30:00,"Wells Fargo , PerformLine",Invite Only
Christians*inTech Picnic,"Central Park, New York City",2025-06-08T12:30:00,Christians*inTech,https://partiful.com/e/ByVz39UU0XflEPTIsAKZ
Dinner of the Moment,"SoHo, New York City",2025-06-05T18:00:00,Moment,Invite Only
A Wellness Celebration for Women in Tech,"SoHo, New York City",2025-06-02T08:00:00,BetternessAI,Invite Only
VC and LP Connect,"Midtown, New York City",2025-06-06T17:00:00,Vencapital,https://partiful.com/e/4cgvhsqmpcrFaxQsNTN6
Fundraising & Series A History,"Midtown, New York City",2025-06-03T18:00:00,Lazo,https://partiful.com/e/wy8huTPx5a3iweHA4z47
The Tech Talent Exchange,"Union Square, New York City",2025-06-07T10:00:00,"Black Women Talk Tech, NY Tech Alliance",https://partiful.com/e/8jIqRUzbv5JhCCdUMf3t
AI for Impact Networking Event,"East Village, New York City",2025-06-05T21:00:00,OurFreedom.ai,https://partiful.com/e/NMlFCaLbgDmqXZzFFJAJ
AI Leaders Forum NYC,"Midtown, New York City",2025-06-03T08:00:00,Writer,https://partiful.com/e/3qFCKQgSKWNxNJlJGDXb
Built to Sell: Achieving a Top Dollar Exit in 2025,"Midtown, New York City",2025-06-03T17:00:00,Ellis Law Group,https://partiful.com/events/RmIyZFKT0Yn9VS2fBGyz
3D Animation Happy Hour,"West Village, New York City",2025-06-04T16:00:00,Uthana,https://partiful.com/events/0otSqON8E8ZqB8SZa6Fl/
Angel TechWalk,"Central Park, New York City",2025-06-02T08:30:00,TechWalk,https://partiful.com/e/H2LGQ8G93Xxaed4C4YoO
Venture Happy Hour Hosted by AngelList,"Lower East Side, New York City",2025-06-04T18:00:00,AngeList,https://partiful.com/e/tRRHn8ne7KJQlvYiGEzA
LP Collective Happy Hour,"Midtown, New York City",2025-06-05T16:00:00,Generous Ventures,https://partiful.com/e/X3r47LjbDTWvTaFFuCI9
Beyond Capital: The African Founders Forum,"Virtual (NYC), New York City",2025-06-05T20:00:00,PULASPACE CAPITAL,https://partiful.com/e/lQxv8IBI0njmN6n8cKSU
VC Meets VO₂ Max: Barry’s x Special Guest,"West Village, New York City",2025-06-04T12:30:00,BetternessAI,Invite Only
"Cybersecurity, Gen Z, and the AI Risk Factor","Union Square, New York City",2025-06-02T10:00:00,Girls Who Code,https://partiful.com/e/FfET3zRQRq2CK7XbjCQz
Women in AI Coffee and Breakfast,"SoHo, New York City",2025-06-06T08:00:00,"Instalily AI, Instalily, Insight Partners",https://partiful.com/e/owIBs8xYtnBIgZHN4e5m?
Tech:NYC x Rho Founder Studio Hours,"SoHo, New York City",2025-06-05T13:00:00,"Tech:NYC, Rho",https://partiful.com/e/m2VBGMABT6csamNaByKD
Vertical SaaS Investor Breakfast,"Midtown, New York City",2025-06-04T09:00:00,Generous Ventures,https://partiful.com/e/LnTDbCkaZ9bmNtiLeCqa
Gov't Turbulence: Finding Opportunity in Chaos,"Midtown, New York City",2025-06-04T17:00:00,"Outpost Ventures, The Outpost, Foley Hoag LLP",https://partiful.com/e/YMkPq0Bc7TRwiyYXw7yr
Google for Startups AI Happy Hour,"Midtown, New York City",2025-06-04T18:00:00,Google for Startups,https://partiful.com/e/01sTdBLHIZR1SgXwMjVx
NYC Family Office Dinner,"Flatiron, New York City",2025-06-03T19:00:00,Generous Ventures,https://partiful.com/e/TybPpGuHsci0nVuIrR6o
AI Engineer Happy Hour with Thread AI & Greycroft,"Nomad, New York City",2025-06-03T17:00:00,Greycroft,Invite Only
The Pickleball Tournament,"Brooklyn, New York City",2025-06-07T10:00:00,"TestParty, GPTZero",https://partiful.com/e/iLPcKks1OxkdFU541k0x
Storytelling for business impact,"Midtown, New York City",2025-06-03T18:00:00,Leave a Mark,https://partiful.com/e/3he1CFXbzX1ndC3vTJHQ
Happy Hour by QUAYxMorgan Stanley ISV,"Midtown, New York City",2025-06-03T17:00:00,QUAY Acceleration,https://partiful.com/e/7kCxHkTCEyiRveVKlUpm
Fintech + Insurtech Coffee Chat ,"East Village, New York City",2025-06-04T10:00:00,Warrant,https://partiful.com/e/QnGDuMVTiOmegGjSKhSY
Founders Running Club,"West Village, New York City",2025-06-07T09:00:00,Founders Running Club,https://partiful.com/e/CrlECL3GH50FlcMBpqK1
Ironspring Ventures Breakfast,"Midtown, New York City",2025-06-03T08:30:00,Ironspring Ventures,https://partiful.com/e/ggOlgpdXwNcjgrCraFsP
Empower Women in Tech,"Midtown, New York City",2025-06-03T11:00:00,AWS and Per Scholas New York,Invite Only
The Visionary's Table: AI Edition,"Tribeca, New York City",2025-06-04T09:30:00,"F3 (Founders, Funders, Fractionals)",https://partiful.com/e/Mizo30g7QKwq70ey2xPt
The Future of AI: C-Suite Breakfast with Pinecone,"SoHo, New York City",2025-06-02T09:00:00,Pinecone,https://partiful.com/e/lOnw3L0t02TxXeQc1RJS
Female Founders Lunch,"Flatiron, New York City",2025-06-06T12:30:00,Everywhere Ventures,https://partiful.com/e/NMS0hNt7DfCttqRWZNU6
"Beyond the Lab: Aligning Teams, Data & Code for AI","Midtown, New York City",2025-06-05T08:00:00,USAM Group,https://partiful.com/e/ZbsVjNB6GFwjjdAWxAB6
Health and Wellness Tech Happy Hour,"Union Square, New York City",2025-06-05T18:30:00,the real how,https://partiful.com/e/dTJFiZZj6KczOX6BcqNT
Luncheon: AI x Health,"Midtown, New York City",2025-06-07T13:00:00,Lexis Labs Pty Ltd,https://partiful.com/e/69D5Dk5ZOfXur8WSygkQ
Rooftop Yoga & Sonic Meditation for Tech Week,"Midtown, New York City",2025-06-07T09:00:00,Attentive Wellness by Reify Energy LLC,https://partiful.com/e/Tm5n7j1ISugmFWkq1QTF
NYC Nat Sec + Nuclear Breakfast,"Midtown, New York City",2025-06-04T09:30:00,"Decisive Point, a16z",https://partiful.com/e/OsuEEFAwaqFTtetM4ngu
Blocks & Bonds: A Web3 Breakfast,"Flatiron, New York City",2025-06-03T09:00:00,Fenwick,https://partiful.com/e/bk33X6IXsVAsaRszBiNM
Strategic Finance Network Happy Hour,"SoHo, New York City",2025-06-05T18:00:00,Strategic Finance Network,https://partiful.com/e/OWWH9SyZUU21swA14rcg?
AI Founder + Engineer Happy Hour ,"Tribeca, New York City",2025-06-03T15:00:00,Tower Research Ventures,https://partiful.com/e/i6lX2jq0Qvu92oRywQLK
GOLDEN HOUR GRIND Founder Mixer,"SoHo, New York City",2025-06-03T17:30:00,GFR Fund,https://partiful.com/e/Wn8O35B5Uc4PWFKN9pQF
AgeTech NYC x OATS Living Lab Accelerator Demo Day,"Midtown, New York City",2025-06-03T17:00:00,"AgeTech NYC, AgeTech Atlanta",https://partiful.com/e/cOPogvEyBHd8oiKpOBav
Palantir Startups Demo and Happy Hour,"Flatiron, New York City",2025-06-03T18:00:00,Palantir,https://partiful.com/e/OyChcXXkUFIpCEQ9mjy1
Women in Tech & Beyond Happy Hour ,"Kips Bay, New York City",2025-06-04T18:00:00,United Women in Business Foundation,https://partiful.com/e/fsIoms17GylnES88eIuK
A Celebration of Entrepreneurs at the NYSE,"Financial District, New York City",2025-06-02T18:30:00,"Kass & Mike Lazerow, New York Stock Exchange",Invite Only
Advanced Product Managers Social,"Chelsea, New York City",2025-06-04T18:00:00,TheProductSociety,https://partiful.com/e/pl8zaLsyR5b2X7oQu0hl
Startup Soiree,"Chelsea, New York City",2025-06-05T18:30:00,Micro,https://partiful.com/e/WtKppf6LPabGdnBoyI24
Hospitality Tech Fete,"Midtown, New York City",2025-06-03T19:30:00,Techne Infiniti Ventures,Invite Only
South Asian Tech Week Mixer Ed. III,"East Village, New York City",2025-06-04T18:00:00,Mango NYC,https://partiful.com/e/3TdKMZhahH0yPSFd9RbC
Arthur x AWS AI Finance Leaders VIP Social Hour,"SoHo, New York City",2025-06-05T17:00:00,Arthur,https://partiful.com/e/pq5Q1wvv9I1VtSTceE7t
Google Cloud Elevates Accelerator Leaders,"Tribeca, New York City",2025-06-03T15:00:00,Google Cloud,https://partiful.com/e/xpYp8P7u5BP3eLdxmI70
Startup Cyber Risks: Briefing + Drinks,"Financial District, New York City",2025-06-05T17:30:00,American Technology Services,https://partiful.com/e/9zCQNHh19pjl6X26JMYv
SaaS Founders + Investor Happy Hour ,"SoHo, New York City",2025-06-03T17:00:00,NachoNacho,https://partiful.com/e/A8JEdUuv9FIqqiPGE0nV
Latino Tech Mixer,"SoHo, New York City",2025-06-04T18:00:00,"Pygma, Colectivo",https://partiful.com/e/3MsdP9K9wsIlF7ooU1j8?f=1
Taco Tech Tuesday Presents: Wristkey Global Launch,"Lower East Side, New York City",2025-06-03T17:00:00,Wristkey Global Solutions,https://partiful.com/e/tdNrphW72AOqds2Io1TL
The Future of Due Diligence and Primary Research,"Hudson Yards, New York City",2025-06-03T19:00:00,ProNexus,https://partiful.com/e/Sqdo38hwGVNiSwhmt8Px
Master VC: Empanadas,"SoHo, New York City",2025-06-02T19:00:00,Lazo,https://partiful.com/e/wYO2kaSplA97r7siYxdi
Pizza with Palm Drive,"Flatiron, New York City",2025-06-04T17:00:00,Palm Drive Capital,https://partiful.com/e/hY0qiiNZPEyNwr3JLsme
2nd Annual VC Happy Hour ,"Chelsea, New York City",2025-06-05T18:00:00,"Alpha Partners, Interwoven Ventures",https://partiful.com/e/mPCR5yHpwQrCv8atbISm
Advanced South Asians in Tech & Finance,"Chelsea, New York City",2025-06-05T18:00:00,TheProductSociety,https://partiful.com/e/K0TRFE4gTxMf1UKoEkle
Sip & Social with Lowenstein Sandler's Women in VC,"Midtown, New York City",2025-06-03T17:00:00,Lowenstein Sandler,https://partiful.com/e/X2jPIacp3LzhzU1HdbPO
Yacht Party,"Midtown, New York City",2025-06-08T14:00:00,The Neo Club,https://partiful.com/e/EC5dVRA4wxWt1XT8YLxe
Food and Ag Tech Founders and Funders Happy Hour,"Union Square, New York City",2025-06-05T17:30:00,Lever VC,https://partiful.com/e/Z3JnpCtRtT14jQHACj9w
How Raspberry AI is Redefining Fashion,"SoHo, New York City",2025-06-04T18:30:00,Raspberry AI,https://partiful.com/e/OcBIiOwJHQmvZKSKbRaF
Martinis & Money: Branding for Bold Women,"Chelsea, New York City",2025-06-03T18:30:00,Embolden Your Brand,https://partiful.com/e/p8VlzO6wLBkcg8hcN2em
"DTC Plus+: eCommerce Pricing War, Conversion Optimization and Profit","Chelsea, New York City",2025-06-02T12:00:00,WalktheChat,https://partiful.com/e/xQjqH39Hqr9tBlGO2Oiy
Immigrant Founder Investor Happy Hour,"Lower East Side, New York City",2025-06-05T18:30:00,Algorizin,https://partiful.com/e/r4A65JXvxQhy8KUf2eZz
AI Reshaping Media & Democratizing Creation,"East Village, New York City",2025-06-03T19:00:00,ShotKraft,https://partiful.com/e/5d2VbIdv7SEXolOyKIh4
Fintech Without Borders,"Flatiron, New York City",2025-06-04T18:00:00,Comun,https://partiful.com/e/NHMpQ9et6m9qXfElg6HX
Female Founders and Funders,"Midtown, New York City",2025-06-08T17:00:00,Fierce Foundry,https://partiful.com/e/8tPYW9t6HVLbXvqlheWH
Aperitivo Night for Founders & VCs,"Lower East Side, New York City",2025-06-05T18:00:00,Coeus Collective,https://partiful.com/e/4jEyu3OfXwdxKhrbuNLT
Drinks First x TechBreakfastClub: Return the Fund,"SoHo, New York City",2025-06-08T17:00:00,Drinks First,https://partiful.com/e/9iqAEPxOJhyJ7iNSgfoM
Critical Mass: Vol. 2,"Brooklyn, New York City",2025-06-03T18:00:00,Newlab,https://partiful.com/e/KKRYDoEIP3CSOYgdL2iK
Live a16z Podcast Recording,"Flatiron, New York City",2025-06-02T09:00:00,a16z Podcast,https://partiful.com/e/w54sAgrytis0sQU9ddXC
Solana Speed by OFFLINE,"Flatiron, New York City",2025-06-04T17:30:00,"OFFLINE, Solana Foundation",https://partiful.com/e/4TpH8gCi1tQphXQr1Uft
Health2Tech Party,"Brooklyn, New York City",2025-06-05T18:30:00,Health2Tech,https://partiful.com/e/Qx8tRf5bXgz1MQQ6e9bs
Revolutionizing Payment Systems: Leveraging MuleSo,"East Village, New York City",2025-06-07T08:00:00,CRH AMERICAS MATERIALS,Invite Only
T Palmer Agency's NYC Blueprint Bites,"Hudson Yards, New York City",2025-06-04T08:00:00,T Palmer Agency,https://partiful.com/e/bML6dBV43L4x6Wf5jYRn
NYC Tech Week Founders Night,"Midtown, New York City",2025-06-04T17:00:00,Entre,https://partiful.com/e/NznoWcRldsgNF3nCnydB
IT Exec Roundtable,"Nomad, New York City",2025-06-05T18:30:00,Unthread,Invite Only
Early-Stage B2B SaaS Founders & Funders Breakfast,"Flatiron, New York City",2025-06-04T09:30:00,Forum Ventures,https://partiful.com/e/4qCmZl3OYXcIBAtktOPr
Social Padel Night,"Brooklyn, New York City",2025-06-06T18:00:00,Colectivo,https://partiful.com/e/DjhXFf0I1bzrlLAJMk2g
Process Intelligence Day: New York,"Hudson Yards, New York City",2025-06-03T11:00:00,Celonis,https://partiful.com/e/1nXLqUASAgB2vQ2xCkzU
AI in Action: Building and Scaling Real-World AI,"Midtown, New York City",2025-06-05T19:00:00,Reitler,https://partiful.com/e/4JV5hgtu7deWyq4K5yyz
Infinite Machine x a16z: Building a Vehicle Company From Scratch,"Queens, New York City",2025-06-05T18:00:00,Infinite Machine,https://partiful.com/e/OYP8C2ANrlqDDj0xZNen
Diversify Design Communal Dinner,"Brooklyn, New York City",2025-06-05T19:00:00,Diversify Design,https://partiful.com/e/h1kLW8xtkkKnXZZrmtQG
Latino Investors & Founders Speed Dating,"Chelsea, New York City",2025-06-05T15:00:00,"Pygma, Google",https://partiful.com/e/58NZlT8SjPghSLhxaPht
Robin Hood's Catalyst Demo Day ,"Union Square, New York City",2025-06-03T16:00:00,Robin Hood Foundation,Invite Only
Pitch and Run Central Park,"Central Park, New York City",2025-06-04T08:00:00,Pitch and Run,https://partiful.com/e/CIPtmdW384uqGdJ76pJt
AI After Hours Demo Night,"Midtown, New York City",2025-06-03T15:00:00,Bloomberg Beta,https://partiful.com/e/07iJ7O6paaCBxDiNKXld
Pitch and Run Friday,"Chelsea, New York City",2025-06-06T09:00:00,Pitch and Run,https://partiful.com/e/AYwDo84qpQZJclf5kQOB
Pitch and Run Tribeca,"Tribeca, New York City",2025-06-05T07:30:00,Pitch and Run,https://partiful.com/e/E8SQEstYjglYEToOyfQ1
Pitch and Run Monday,"Chelsea, New York City",2025-06-02T09:00:00,Pitch and Run,https://partiful.com/e/FIvpIoPU2l2feTzoIylg
Pitch and Run Prospect Park ,"Brooklyn, New York City",2025-06-03T07:30:00,Pitch and Run,https://partiful.com/e/xPDIJs5r2VzLwFJOzkVm
AI Voice Agents Battle Royale & Pitch Competition,"Financial District, New York City",2025-06-04T10:00:00,"Cloudonix, Inc, The Front Yard at Pace Univesity, Entrepreneur Roundtable Accelerator",https://partiful.com/e/nxzJIHxH1B5kikGqvoW9
Pitch and Run Williamsburg,"Brooklyn, New York City",2025-06-04T07:30:00,Pitch and Run,https://partiful.com/e/4eUHtOhsVEKHQNyka4pq
Franchise Pitches with Chick-fil-A,"Midtown, New York City",2025-06-03T18:00:00,Wefranch,https://partiful.com/events/kSpEzyGweKrOluMb3AK0/edit
GGW Sharks. Startup Pitch & Networking,"Virtual (NYC), New York City",2025-06-06T10:00:00,Go Global World,https://partiful.com/e/Skamv8HcbB9Im61Ligih?
[LeadDev x Datadog Meetup],"Midtown, New York City",2025-06-02T18:00:00,"LeadDev, Datadog",https://partiful.com/e/M9m1CdIIg9uiU0vdMkPk
Voice AI: building for the enterprise & finance,"Nomad, New York City",2025-06-03T17:00:00,"Stuut, Activant, & Khosla Ventures, Activant, Stuut, Khosla Ventures",https://partiful.com/e/GuhK57bsLKqUsFWu5cLZ
"Redefining the Tech Hustle: AI, Personalized Careers, & the Future of Tech Education","SoHo, New York City",2025-06-05T18:30:00,Rita Group,https://partiful.com/e/5z0zuSraJv8he6JA8zEl
"Tech Roots, Climate Impact","Brooklyn, New York City",2025-06-03T18:00:00,Pathways,https://partiful.com/e/7DVrUKRQpELimgHLtsWZ
Latinos In VC,"Midtown, New York City",2025-06-03T16:30:00,"Pygma, BFF, Colectivo, Harlem Capital",https://partiful.com/e/StcFmxv1miEQMw5juYwg?f=1
Google for Startups Cloud AI Accelerator Demo Day,"Chelsea, New York City",2025-06-05T14:00:00,Google,https://partiful.com/e/Vrmn5E3nskpfxOm6Y25Z?
Why The Future Of Tech Is Borderless,"SoHo, New York City",2025-06-03T15:15:00,Nigix Solutions,https://partiful.com/e/XxoTsiSExmAv3KvLFdKf
"Startup Legal Bites: Dos, Don’ts & Dealbreakers","Midtown, New York City",2025-06-04T08:30:00,Draper Startup House,https://partiful.com/e/9ukUxWV5WXtsYK7xwQ3L
Impact Investment Lunch,"Tribeca, New York City",2025-06-08T12:30:00,NEW MOON Impact Productions,https://partiful.com/e/gQIEhcSCZaULpfSlx2F0
Liquidation Preference: Happy Hour,"Chelsea, New York City",2025-06-05T19:00:00,Qapita,https://partiful.com/e/XFrbq0FxIH6OnPtsYj7C
Energize Growth: Chaos to Clarity,"Nomad, New York City",2025-06-04T11:30:00,Tavern Community Coworking,https://partiful.com/e/dawqZj655JLFBfTgxhr7
"Fun House - For Creators, Ai Professionals, and VC","Lower East Side, New York City",2025-06-05T20:00:00,"TappedX, Ilias Anwar",Invite Only
The Future of AI in Fashion and Ecommerce hosted by Shopify and ImagineCreate AI,"SoHo, New York City",2025-06-03T12:00:00,"ImagineCreate AI, Shopify",https://partiful.com/e/Oo9OrgEUhfjN0x1sbUWy
"Creators, Creatives & Culture: A Future with AI","SoHo, New York City",2025-06-05T14:00:00,Our Wave,https://partiful.com/e/YaHVtRu92mG8pvV383GN
More than a One Night Stand,"Upper Manhattan, New York City",2025-06-03T19:00:00,"Apptuitive, Lintao Media",https://partiful.com/e/imOzBt3kBpMrwovZkPE1
Media Capital and Venture Investing,"SoHo, New York City",2025-06-03T10:00:00,Lohit Biswal,Invite Only
Women in Tech - NY Tech Week,"Flatiron, New York City",2025-06-02T09:00:00,Republic,https://partiful.com/e/xSynxx0gsA1vr6rPADtb
AI in Enterprise,"Flatiron, New York City",2025-06-04T12:00:00,Ai synapse,https://partiful.com/e/2f7CyLNxcSWafvGQnF9A
Infra: The New Moat in AI,"Chelsea, New York City",2025-06-04T17:00:00,AI Circle,https://partiful.com/e/euvvFGIDjnaBTOZU29uU
The Protocol Party: Web3 Meets AI,"Midtown, New York City",2025-06-05T15:00:00,"PEACOCK HILL PRODUCTIONS, Kingfisher's Media",https://partiful.com/e/l2PFmgIvfAP4IzbrmdQk
Accelerating the Future of Connected Care,"Brooklyn, New York City",2025-06-04T12:00:00,10xBeta,Invite Only
Inkle: SaaS x AI Founders Mixer,"Midtown, New York City",2025-06-04T18:30:00,Inkle,https://partiful.com/e/u0a5EkhAHzXo0aVuLDT5
DeFi-ing Tradition: Muni Bonds Meet Web3,"Union Square, New York City",2025-06-04T16:30:00,Zuzlab Inc.,https://partiful.com/e/j03OXlRySlsvkSzlcAbe
Future of AI,"Flatiron, New York City",2025-06-03T18:00:00,Republic,https://partiful.com/e/b8qrp9ByyB47RiiYhrRY
AI Startup Demo & Vibe,"Midtown, New York City",2025-06-03T18:00:00,Databricks,https://partiful.com/e/ry0RUjzk1u2yczo4X2GY
Founders & Investors Mini Golf,"SoHo, New York City",2025-06-04T18:00:00,pmeets,https://partiful.com/e/JKvH5GnUMcTCyvwIcE2i?
Axios AI+ Summit NY,"Flatiron, New York City",2025-06-04T13:30:00,Axios,Invite Only
How AI is Impacting B2B Ad Strategies and Tactics,"Midtown, New York City",2025-06-04T17:30:00,Right Side Up,https://partiful.com/e/1kxWeygv2UzFIVFj5FGg
The Hidden Infrastructure of High Perf. Startups,"SoHo, New York City",2025-06-02T10:00:00,"a16z, Fractional People People",https://partiful.com/e/dtUjoZHrT9v95oMZEb55
360 Observability for LLMs - Datadog + Demo,"Midtown, New York City",2025-06-05T19:00:00,Nova,https://partiful.com/e/8hjSfxbQIbuMO1vj71IO
Saved by Nx: Campfire CI Stories,"SoHo, New York City",2025-06-05T10:00:00,Nx,https://partiful.com/e/Ynvf1J11a0PlKTc5qlc1
Beyond Bots - Where do we land with AI agents,"Midtown, New York City",2025-06-04T18:00:00,Nova,https://partiful.com/e/mAw7nHkwIHG8PiUIHL5G
"Amplifying ""real human"" connections","Tribeca, New York City",2025-06-06T17:00:00,Understand Loneliness,Invite Only
The New Employer Brand Summit,"Midtown, New York City",2025-06-05T08:30:00,Charter and Welcome to the Jungle,https://partiful.com/e/0j082zA2Kt9lE5j2H8TZ
Comma Capital x Lowkey Spicy Comedy Show,"Tribeca, New York City",2025-06-05T20:00:00,Comma Capital,Invite Only
AI to fight cancer ,", New York City",2025-06-05T17:30:00,FidoCure,https://partiful.com/e/wfNAALDPjdTG71khX4ob
DeSciNYC Prediction Markets + Science,"SoHo, New York City",2025-06-03T18:30:00,DeSciNYC,https://partiful.com/e/wu33AeTHnIehDJho50EL
GenAI Talks with Nasdaq x AWS ,"Midtown, New York City",2025-06-04T16:00:00,"Amazon Web Services, Nasdaq",https://partiful.com/e/ba2HhpcBKixNszhQg5PB
Your Brand & Website: Lead Gen Machines for Growth,"Union Square, New York City",2025-06-04T16:30:00,"Axioned, Yonder Consulting",https://partiful.com/e/YqtHKSpaATNZTpdZ9v07?
Landing Your First Enterprise Customer for AI Comp,"Flatiron, New York City",2025-06-03T17:00:00,Red Bike Capital,Invite Only
Bagels and Brits: Launching your startup in the UK,"Midtown, New York City",2025-06-03T08:30:00,Taylor Wessing,https://partiful.com/e/RpLU1WGzhc60VZvucUK6
Ugly Talk: B2B Startup,"Midtown, New York City",2025-06-04T18:30:00,Ugly Talk,https://partiful.com/e/03XsTwBfN30ZfMyfTohG
AI x IRL: The Room for Connectors,"Union Square, New York City",2025-06-02T18:00:00,Loop,https://partiful.com/e/doNRYYMKZuFrIqT4VyI3
Health2Tech,", New York City",2025-04-03T17:30:00,Health2Tech,https://partiful.com/e/eYCzKXyQtTS9y8LARSR1
Inside Venture Studios Breakfast,"Flatiron, New York City",2025-06-05T09:00:00,Fenwick,https://partiful.com/e/jAxfTJJl0M8O3zwt1nmW
Subconscious AI Meet-up,"Tribeca, New York City",2025-06-06T17:00:00,Subconscious AI,Invite Only
Emerging Fund Manager Breakfast,"Union Square, New York City",2025-06-05T09:00:00,Generous Ventures,https://partiful.com/e/jY7nYYoN0LDAcBPCs3uQ
"Web3 Founders, Devs & Designers Happy Hour","Brooklyn, New York City",2025-06-06T18:00:00,Invention Square,https://partiful.com/e/kjvZj4MZkDVhaTStMdNa
Why can't I get New Music from my Favorite Artist?,"Lower East Side, New York City",2025-06-05T18:30:00,GATELESS,https://partiful.com/e/z8a0ljhzoLtDwhndBwfr
NYC Founders' Fireside: Exit Stories & Insights,"Union Square, New York City",2025-06-05T11:00:00,Establish.Club,https://partiful.com/e/LU05j8NmteBR8sQKFtEo
NYC Soirée - Rooftop Kickoff & Startup Dinner,"Midtown, New York City",2025-06-06T19:00:00,QuickSlot Health,https://partiful.com/e/Fb8lQZVTC5HQ3KJv0BVT
Crafting AI Products that Stick,"SoHo, New York City",2025-06-02T18:30:00,Koi Studios,https://partiful.com/e/BB8oYkxTSfIZJ1LBWlgL
Chief of Staff & Principal Dynamic,"Midtown, New York City",2025-06-03T18:00:00,Ask a Chief of Staff,https://partiful.com/e/nBVQDKW6MygFm7kxylJ9
AI Masterclass: Customizing Responsible Prompting,"Flatiron, New York City",2025-06-03T10:30:00,IBM,https://partiful.com/e/WPNeuhJ4gzd1phw5EBBa
Founders/VCs Breakfast Mixer w/ Qapita & Remofirst,"Chelsea, New York City",2025-06-04T09:30:00,Qapita,https://partiful.com/e/i1ODXbT3mWxDtR7aP3iM
AI Masterclass: Multicultural Vulnerability Testing,"Flatiron, New York City",2025-06-03T09:00:00,IBM,https://partiful.com/e/pG7quf91pGbrTbjAE1L6
Terps in Tech - New York Reunion,"Financial District, New York City",2025-06-05T17:30:00,Adonis Healthcare,Invite Only
"Applied AI : What worked, what hasn't, what's next","Midtown, New York City",2025-06-04T14:00:00,Monadical Inc.,https://partiful.com/events/IYUZNxozxIsQQqgYm86R
Zero to Millions: Scaling Communities with AI,"Midtown, New York City",2025-06-04T14:30:00,NYTech AI+,https://partiful.com/e/OHbuUuUiySuyLXRKrEUg
AI in the Chief of Staff's Toolkit,"Tribeca, New York City",2025-06-04T18:00:00,Ask a Chief of Staff,https://partiful.com/e/KTbdM2Hk06jOIY4iDH5J
Expanding Inclusion to Drive Economic Growth,"Midtown, New York City",2025-06-03T17:30:00,APCO,https://partiful.com/e/DvnWaq75rLext7RQdrz8
AWS x NVIDIA AI Pitch Competition,"Midtown, New York City",2025-06-03T18:00:00,Amazon Web Services,https://partiful.com/e/EXZlQRYfupHCvXGuQtWd
Patternist NYTW Coworking Day,"SoHo, New York City",2025-06-05T09:00:00,Patternist,https://partiful.com/e/Nh74CXCQ1v9N27pgO2V8
SMART TIMES: AGI DISRUPTS MEDIA,"SoHo, New York City",2025-06-08T11:00:00,Metaverse Fashion Council,https://partiful.com/e/LrM4tpwFwYt1LQfE1Ksg
AI on Trial: Legal & Ethical Frontiers in the Age,"Financial District, New York City",2025-06-04T17:00:00,Romano Law PLLC,https://partiful.com/e/r5jsGNc7Sc1buEiihQwC
Creative Technology Show n' Tell,"Brooklyn, New York City",2025-06-05T19:00:00,thebigsasha.com / Fractal Tech,https://partiful.com/e/YIHkn7swv82AjUkd3PlL
Gold House Ventures Demo Day,", New York City",2025-06-04T12:00:00,Gold House Ventures,https://partiful.com/e/j56o1b8hs6msArrynXSX
"Ready, Set, Pitch","Midtown, New York City",2025-06-05T13:00:00,Amazon Web Services,https://partiful.com/e/aZMxtFtOS5VrKC3y1UzE
Visas For High Skilled Immigration,"Brooklyn, New York City",2025-06-06T18:30:00,Making In America (www.makinginamerica.org),https://partiful.com/e/SJlH1fh3zSaV4RWgrCCL
[Social Currency Series/ Greenlit ~ Pitch Pop],"Midtown, New York City",2025-06-04T18:00:00,"Social Currency, Greenlit",https://partiful.com/e/XF1NQ8ZB6sjO7ir7BkmD
GFR Fund Office Hour ,"Midtown, New York City",2025-06-04T10:00:00,GFR Fund,https://partiful.com/e/XG20EM4wanP52cnUe7fP
AI Masterclass: Unlocking Private Data for AI Training,"Flatiron, New York City",2025-06-04T10:30:00,IBM,https://partiful.com/e/8Af46ycEkqaW0WsxCy1a
